day,time_of_day,hr,hrv_rmssd,activity_load,hr_zone,spo2,lf_hf_ratio,sleep_quality,resting_hr,temperature,rr_interval,is_workout,fatigue,fitness_gain,ces_score,safety_label,strategy_label,source
11,0.4375,74.7,38.5,0.75,0,99.1,1.793,7.6,68.6,36.8,785.8,0,6.62,0.66,80,0,0,synthetic
11,0.4583,79.2,47.1,2.03,0,98.9,2.213,5.9,68.5,36.9,754.7,0,3.5,0.66,82,0,0,synthetic
11,0.4792,75.4,50.7,3.3,0,99.2,2.431,7.5,67.4,36.7,803.0,0,4.33,0.66,85,0,0,synthetic
11,0.5,71.4,59.3,2.38,0,99.4,2.896,4.5,66.6,36.8,835.7,0,6.73,0.66,90,0,0,synthetic
11,0.5208,78.3,36.9,1.4,0,98.6,1.738,8.5,67.4,36.7,758.2,0,3.27,0.66,78,0,0,synthetic
11,0.5417,86.3,53.7,2.18,0,98.8,2.19,6.7,67.3,36.7,703.8,0,2.85,0.66,82,0,0,synthetic
11,0.5625,80.1,47.7,1.39,0,99.4,2.285,5.2,68.7,36.8,741.6,0,5.91,0.66,82,0,0,synthetic
11,0.5833,75.2,53.3,3.26,0,98.8,2.343,5.6,68.0,36.7,794.2,0,5.25,0.66,86,0,0,synthetic
11,0.6042,72.8,48.3,1.55,0,99.2,2.004,5.1,65.1,36.8,838.4,0,2.77,0.66,85,0,0,synthetic
11,0.625,74.7,31.3,0.82,0,98.8,2.412,7.1,68.2,36.8,797.1,0,5.14,0.66,76,0,0,synthetic
11,0.6458,72.6,50.1,3.03,0,99.4,2.565,7.1,66.2,36.8,847.8,0,6.33,0.66,85,0,0,synthetic
11,0.6667,74.5,39.2,2.66,0,98.6,2.45,5.6,67.9,36.7,837.5,0,2.43,0.66,80,0,0,synthetic
11,0.6875,75.0,39.4,2.49,0,99.2,2.412,8.2,68.3,36.7,818.5,0,2.6,0.66,80,0,0,synthetic
11,0.7083,76.3,27.8,1.55,0,99.0,2.133,6.9,65.4,36.8,801.9,0,6.64,0.66,74,1,1,synthetic
11,0.7292,70.7,41.8,1.08,0,99.4,2.012,6.9,69.3,36.7,864.7,0,5.81,0.66,82,0,0,synthetic
11,0.75,69.8,45.7,0.93,0,99.0,2.229,8.2,67.3,36.8,863.3,0,3.95,0.66,84,0,0,synthetic
11,0.7708,67.9,38.9,1.43,0,99.4,2.147,6.3,70.6,36.6,863.3,0,4.43,0.66,82,0,0,synthetic
11,0.7917,72.3,42.0,1.59,0,98.6,2.463,5.6,68.3,36.7,857.5,0,4.62,0.66,82,0,0,synthetic
11,0.8125,70.2,42.5,0.59,0,99.7,1.972,5.6,67.5,36.7,863.7,0,4.73,0.66,83,0,0,synthetic
11,0.8333,64.8,39.7,0.61,0,99.2,2.733,5.8,66.6,36.7,923.8,0,5.59,0.66,82,0,0,synthetic
11,0.8542,61.6,46.3,1.36,0,98.6,2.182,4.9,70.4,36.8,984.6,0,5.25,0.66,85,0,0,synthetic
11,0.875,64.7,38.9,0.61,0,98.4,2.519,8.6,67.0,36.7,902.9,0,4.85,0.66,82,0,0,synthetic
11,0.8958,62.9,60.1,1.91,0,98.6,2.346,7.7,65.4,36.6,973.3,0,3.78,0.66,91,0,0,synthetic
11,0.9167,66.4,43.5,3.4,0,99.2,3.092,4.1,67.5,36.5,916.9,0,6.45,0.66,84,0,0,synthetic
11,0.9375,67.9,47.2,2.73,0,98.5,2.793,7.0,66.9,36.5,882.7,0,2.44,0.66,86,0,0,synthetic
11,0.9583,66.8,37.8,2.55,0,99.1,2.405,4.5,67.3,36.8,900.3,0,6.41,0.66,82,0,0,synthetic
11,0.9792,57.2,38.3,3.32,0,98.9,2.344,5.7,67.1,36.7,1045.9,0,6.28,0.66,82,0,0,synthetic
12,0.0,62.2,54.3,3.47,0,98.6,2.58,7.8,66.4,36.8,988.5,0,4.33,0.72,89,0,0,synthetic
12,0.0208,64.9,40.2,3.32,0,99.3,2.947,4.5,72.1,36.7,908.4,0,5.87,0.72,83,0,0,synthetic
12,0.0417,65.3,59.9,3.41,0,99.0,2.47,7.3,69.2,36.7,925.7,0,4.42,0.72,91,0,0,synthetic
12,0.0625,58.6,41.5,1.72,0,98.9,2.372,5.6,68.2,36.6,1025.1,0,3.33,0.72,83,0,0,synthetic
12,0.0833,67.5,42.9,2.44,0,99.1,2.48,6.3,68.1,36.6,892.3,0,6.84,0.72,84,0,0,synthetic
12,0.1042,62.0,38.6,1.95,0,98.6,2.104,7.3,64.2,36.5,980.2,0,6.75,0.72,82,0,0,synthetic
12,0.125,59.5,39.6,3.4,0,98.9,2.598,4.9,66.7,36.7,1008.1,0,2.65,0.72,82,0,0,synthetic
12,0.1458,63.7,40.6,0.53,0,99.0,2.028,8.0,68.2,36.7,948.4,0,6.27,0.72,83,0,0,synthetic
12,0.1667,62.0,40.5,3.04,0,98.8,2.415,7.3,67.1,36.8,970.4,0,5.64,0.72,83,0,0,synthetic
12,0.1875,71.1,39.4,3.2,0,98.9,2.556,6.5,69.9,36.8,835.4,0,5.35,0.72,81,0,0,synthetic
12,0.2083,65.5,41.1,2.18,0,98.9,2.166,5.7,73.1,36.8,902.5,0,4.51,0.72,83,0,0,synthetic
12,0.2292,72.6,36.7,0.66,0,98.7,1.889,6.2,68.5,36.8,853.8,0,2.92,0.72,80,0,0,synthetic
12,0.25,65.1,28.9,2.19,0,99.1,2.304,8.0,66.4,36.6,937.2,0,2.03,0.72,78,0,1,synthetic
12,0.2708,72.2,37.4,3.33,0,99.1,2.438,4.2,63.1,36.8,822.2,0,5.35,0.72,80,0,0,synthetic
12,0.2917,67.6,36.0,1.65,0,98.7,2.483,5.0,68.5,36.7,902.5,0,6.27,0.72,81,0,0,synthetic
12,0.3125,80.6,50.4,2.29,0,98.8,2.557,5.5,68.1,36.8,751.8,0,4.62,0.72,83,0,0,synthetic
12,0.3333,74.7,37.8,1.1,0,99.5,2.201,5.1,67.2,36.5,822.6,0,3.86,0.72,79,0,0,synthetic
12,0.3542,151.7,23.5,6.55,3,99.2,3.546,5.8,65.9,36.9,400.1,1,6.04,0.72,48,1,1,synthetic
12,0.375,178.3,22.1,8.05,5,98.1,3.616,2.9,71.1,37.0,336.1,1,3.69,0.72,35,2,2,synthetic
12,0.3958,185.0,20.4,8.86,5,98.0,3.556,5.9,69.6,37.1,309.8,1,3.34,0.72,29,2,2,synthetic
12,0.4167,149.8,24.9,6.77,3,98.8,2.991,3.5,69.2,36.8,370.8,1,4.09,0.72,49,1,1,synthetic
12,0.4375,169.8,18.5,8.39,4,98.3,3.744,5.5,70.1,37.0,333.4,1,6.47,0.72,35,1,2,synthetic
12,0.4583,168.8,21.8,7.78,4,98.2,3.54,6.1,70.2,36.9,364.7,1,4.64,0.72,39,1,2,synthetic
12,0.4792,136.6,24.3,6.23,3,99.2,2.906,6.3,71.2,37.0,421.1,1,5.95,0.72,53,1,1,synthetic
12,0.5,181.3,21.0,8.59,5,98.4,3.637,3.9,67.2,36.9,361.2,1,3.47,0.72,31,2,2,synthetic
12,0.5208,180.5,21.2,8.89,5,98.2,3.404,5.6,67.4,37.1,330.5,1,2.49,0.72,31,2,2,synthetic
12,0.5417,147.6,25.6,6.74,3,98.9,3.46,5.4,67.4,36.9,403.7,1,3.46,0.72,50,1,1,synthetic
12,0.5625,80.9,41.4,1.17,0,99.2,2.342,4.7,68.2,36.9,745.3,0,2.8,0.72,79,0,0,synthetic
12,0.5833,76.7,43.3,2.54,0,99.1,2.107,5.5,70.4,36.7,767.7,0,2.37,0.72,81,0,0,synthetic
12,0.6042,74.3,35.7,0.98,0,98.8,2.263,6.0,67.4,36.6,813.5,0,5.96,0.72,79,0,0,synthetic
12,0.625,70.6,37.0,2.71,0,98.9,2.048,6.2,70.2,36.6,855.7,0,4.27,0.72,80,0,0,synthetic
12,0.6458,75.9,37.4,2.15,0,99.3,2.318,5.5,64.0,36.7,792.5,0,3.99,0.72,79,0,0,synthetic
12,0.6667,73.4,35.7,0.67,0,98.9,1.821,6.5,69.2,36.8,789.8,0,2.55,0.72,79,0,0,synthetic
12,0.6875,70.1,33.8,1.45,0,99.0,2.229,6.6,71.7,36.8,847.0,0,3.18,0.72,79,0,0,synthetic
12,0.7083,70.3,36.7,2.53,0,99.3,2.46,7.9,67.2,36.6,837.7,0,4.03,0.72,80,0,0,synthetic
12,0.7292,72.6,30.1,3.4,0,98.3,2.831,5.1,65.0,36.7,837.3,0,5.0,0.72,77,0,0,synthetic
12,0.75,63.7,45.3,1.68,0,99.2,2.32,6.5,68.4,36.6,955.4,0,2.9,0.72,85,0,0,synthetic
12,0.7708,68.6,35.7,1.8,0,98.8,2.5,5.3,66.4,36.7,845.0,0,5.84,0.72,80,0,0,synthetic
12,0.7917,66.4,31.7,0.95,0,99.3,2.152,8.4,67.6,36.5,881.3,0,4.55,0.72,79,0,0,synthetic
12,0.8125,65.3,43.3,1.1,0,98.9,2.281,6.6,68.7,36.7,918.3,0,3.31,0.72,84,0,0,synthetic
12,0.8333,63.6,37.8,1.38,0,99.2,2.203,7.0,69.3,36.7,973.9,0,2.86,0.72,82,0,0,synthetic
12,0.8542,69.2,53.9,0.62,0,98.7,1.829,5.2,70.1,36.6,863.5,0,5.49,0.72,88,0,0,synthetic
12,0.875,65.1,45.2,1.45,0,98.4,2.257,7.8,68.7,36.8,923.1,0,5.83,0.72,85,0,0,synthetic
12,0.8958,63.0,36.3,2.79,0,98.8,1.978,4.2,65.4,36.6,968.3,0,6.41,0.72,81,0,0,synthetic
12,0.9167,70.3,42.5,2.61,0,98.3,2.618,8.0,65.2,36.8,874.8,0,6.78,0.72,83,0,0,synthetic
12,0.9375,58.1,46.9,1.91,0,98.6,2.586,6.2,63.5,36.7,1041.1,0,2.3,0.72,86,0,0,synthetic
12,0.9583,63.8,28.5,3.3,0,98.9,2.763,5.7,65.5,36.7,928.7,0,6.17,0.72,77,0,1,synthetic
12,0.9792,60.3,41.5,0.75,0,99.2,2.085,7.3,69.3,36.7,1004.0,0,5.34,0.72,83,0,0,synthetic
13,0.0,57.2,31.8,2.1,0,98.8,2.246,5.4,66.7,36.8,1048.9,0,2.0,0.78,79,0,0,synthetic
13,0.0208,57.7,40.6,3.1,0,99.0,2.624,7.3,71.2,36.7,1076.9,0,3.78,0.78,83,0,0,synthetic
13,0.0417,58.8,39.5,2.5,0,99.5,2.784,6.0,66.9,36.7,1046.7,0,3.42,0.78,82,0,0,synthetic
13,0.0625,56.2,36.6,2.49,0,99.4,2.739,4.3,66.5,36.7,1045.5,0,5.23,0.78,81,0,0,synthetic
13,0.0833,63.4,49.8,3.29,0,98.7,2.587,7.2,68.8,36.7,976.0,0,4.42,0.78,87,0,0,synthetic
13,0.1042,63.4,45.8,2.84,0,98.7,2.267,4.9,67.9,36.6,917.5,0,2.17,0.78,85,0,0,synthetic
13,0.125,61.7,44.4,2.01,0,99.6,2.567,6.6,66.3,36.8,966.2,0,2.91,0.78,84,0,0,synthetic
13,0.1458,69.4,51.7,1.95,0,99.5,2.396,4.9,69.0,36.8,838.9,0,3.55,0.78,87,0,0,synthetic
13,0.1667,66.7,40.6,0.53,0,99.0,2.187,5.9,68.9,36.7,924.3,0,3.01,0.78,83,0,0,synthetic
13,0.1875,65.3,31.0,3.25,0,98.9,2.623,6.3,67.1,36.8,920.0,0,4.59,0.78,79,0,0,synthetic
13,0.2083,66.0,22.0,0.71,0,99.1,2.097,5.9,71.9,36.7,907.9,0,3.39,0.78,75,1,1,synthetic
13,0.2292,65.8,43.1,2.72,0,99.3,2.559,5.2,67.0,36.7,916.1,0,5.35,0.78,84,0,0,synthetic
13,0.25,68.1,46.3,1.83,0,98.9,2.376,8.3,67.3,36.8,881.7,0,5.09,0.78,85,0,0,synthetic
13,0.2708,75.8,46.2,1.89,0,98.5,2.694,7.2,65.5,36.7,793.2,0,5.65,0.78,83,0,0,synthetic
13,0.2917,71.2,51.6,1.29,0,99.3,2.223,6.1,67.2,36.7,846.2,0,3.21,0.78,87,0,0,synthetic
13,0.3125,72.5,42.7,2.81,0,98.6,2.783,7.2,67.1,36.5,847.1,0,3.17,0.78,82,0,0,synthetic
13,0.3333,81.6,41.7,2.18,0,98.6,2.396,7.6,65.8,36.8,732.6,0,4.43,0.78,79,0,0,synthetic
13,0.3542,77.7,31.1,0.91,0,99.0,2.048,6.4,66.5,36.9,765.0,0,6.67,0.78,75,0,0,synthetic
13,0.375,72.1,39.9,1.3,0,99.1,2.025,6.9,68.5,36.7,824.5,0,4.55,0.78,81,0,0,synthetic
13,0.3958,74.2,42.9,1.41,0,99.2,2.135,6.8,67.8,36.7,777.6,0,2.05,0.78,82,0,0,synthetic
13,0.4167,79.9,44.0,2.49,0,99.0,2.24,5.4,68.2,36.7,749.2,0,4.17,0.78,80,0,0,synthetic
13,0.4375,77.6,45.8,2.94,0,98.9,2.403,4.3,68.1,36.7,799.4,0,3.6,0.78,82,0,0,synthetic
13,0.4583,74.4,38.9,2.51,0,98.9,2.209,6.2,65.2,36.6,808.4,0,2.0,0.78,80,0,0,synthetic
13,0.4792,78.6,50.5,0.57,0,98.9,2.145,7.3,67.3,36.7,764.6,0,3.51,0.78,84,0,0,synthetic
13,0.5,79.2,33.3,1.12,0,98.5,2.276,8.5,68.9,36.8,738.8,0,4.52,0.78,76,0,0,synthetic
13,0.5208,77.7,41.6,3.43,0,98.6,2.438,5.7,68.6,36.8,767.2,0,3.82,0.78,80,0,0,synthetic
13,0.5417,75.2,50.4,2.87,0,99.0,2.62,5.4,66.8,36.7,787.1,0,2.16,0.78,85,0,0,synthetic
13,0.5625,83.5,43.0,3.35,0,98.5,2.524,4.8,68.3,36.8,706.4,0,4.41,0.78,79,0,0,synthetic
13,0.5833,78.9,29.0,1.15,0,99.0,2.346,6.1,69.7,36.6,770.2,0,6.31,0.78,74,0,1,synthetic
13,0.6042,76.7,40.4,1.69,0,99.6,2.238,6.4,64.6,36.8,784.2,0,4.56,0.78,80,0,0,synthetic
13,0.625,75.1,40.2,1.99,0,99.2,2.228,8.3,68.7,36.8,827.6,0,4.72,0.78,80,0,0,synthetic
13,0.6458,68.5,22.9,3.05,0,98.9,2.291,7.7,68.6,36.8,897.3,0,4.47,0.78,75,1,1,synthetic
13,0.6667,73.8,36.7,0.86,0,98.3,2.292,7.1,67.7,36.6,840.6,0,2.39,0.78,79,0,0,synthetic
13,0.6875,75.4,35.8,1.48,0,98.5,1.913,4.8,68.5,36.6,807.9,0,5.25,0.78,78,0,0,synthetic
13,0.7083,72.6,38.4,2.22,0,98.6,2.281,7.0,65.0,36.9,802.5,0,4.02,0.78,80,0,0,synthetic
13,0.7292,69.7,65.7,2.98,0,98.7,2.357,6.9,69.2,36.6,834.0,0,3.52,0.78,93,0,0,synthetic
13,0.75,63.0,38.1,0.8,0,99.4,2.39,5.9,65.2,36.7,949.4,0,3.55,0.78,82,0,0,synthetic
13,0.7708,70.1,35.4,1.18,0,98.9,1.941,7.5,70.4,36.5,861.1,0,5.2,0.78,80,0,0,synthetic
13,0.7917,65.5,44.2,2.11,0,99.2,2.08,7.9,65.2,36.6,913.8,0,4.19,0.78,84,0,0,synthetic
13,0.8125,61.7,40.1,1.6,0,99.2,2.508,7.1,67.2,36.5,988.0,0,3.87,0.78,83,0,0,synthetic
13,0.8333,66.3,50.0,1.69,0,99.0,2.517,5.9,67.6,36.6,866.6,0,4.49,0.78,87,0,0,synthetic
13,0.8542,65.3,44.8,2.54,0,99.0,2.433,5.8,68.1,36.8,891.1,0,5.0,0.78,85,0,0,synthetic
13,0.875,67.3,30.8,2.13,0,99.2,2.4,6.0,70.0,36.5,895.3,0,6.16,0.78,78,0,0,synthetic
13,0.8958,61.9,32.1,2.96,0,98.8,2.502,6.1,66.9,36.9,976.5,0,5.93,0.78,79,0,0,synthetic
13,0.9167,67.1,28.4,2.26,0,98.6,2.56,4.7,67.4,36.7,913.3,0,4.74,0.78,77,0,1,synthetic
13,0.9375,62.6,36.9,2.6,0,99.3,2.221,4.5,67.1,36.7,959.5,0,4.02,0.78,81,0,0,synthetic
13,0.9583,60.8,46.7,2.99,0,99.0,2.659,6.8,72.4,36.6,966.4,0,5.52,0.78,85,0,0,synthetic
13,0.9792,62.2,51.0,2.02,0,99.0,2.21,7.3,68.6,36.8,964.7,0,5.68,0.78,87,0,0,synthetic
14,0.0,62.0,28.6,0.94,0,99.1,1.93,7.6,68.4,36.7,952.9,0,0.0,0.84,78,0,1,synthetic
14,0.0208,64.9,46.6,0.5,0,98.7,1.925,7.8,71.5,36.6,925.5,0,0.0,0.84,85,0,0,synthetic
14,0.0417,61.5,42.7,2.67,0,99.3,2.237,4.9,69.7,36.7,992.7,0,0.0,0.84,84,0,0,synthetic
14,0.0625,56.9,33.9,1.06,0,99.3,2.059,5.4,65.9,36.6,1067.2,0,0.0,0.84,80,0,0,synthetic
14,0.0833,60.0,33.2,1.46,0,99.3,2.225,6.8,68.9,36.6,1032.0,0,0.0,0.84,80,0,0,synthetic
14,0.1042,62.2,53.1,3.17,0,99.0,2.555,6.5,71.3,36.7,966.9,0,0.0,0.84,88,0,0,synthetic
14,0.125,65.5,33.8,0.67,0,99.0,2.037,6.1,64.7,36.7,923.7,0,0.0,0.84,80,0,0,synthetic
14,0.1458,60.4,40.9,2.04,0,98.7,2.225,5.0,68.3,36.8,1005.8,0,0.0,0.84,83,0,0,synthetic
14,0.1667,66.8,55.6,1.93,0,98.9,2.369,6.9,68.0,36.9,878.1,0,0.0,0.84,89,0,0,synthetic
14,0.1875,62.3,51.8,2.43,0,99.1,2.674,6.5,66.6,36.7,978.6,0,0.0,0.84,88,0,0,synthetic
14,0.2083,73.8,50.6,2.75,0,99.7,2.615,6.1,68.3,36.7,800.6,0,0.0,0.84,85,0,0,synthetic
14,0.2292,70.2,43.1,1.42,0,99.2,2.388,7.3,68.2,36.9,843.4,0,0.0,0.84,83,0,0,synthetic
14,0.25,64.1,38.7,3.49,0,99.2,2.884,5.4,71.1,36.7,954.4,0,0.0,0.84,82,0,0,synthetic
14,0.2708,69.4,35.5,0.6,0,98.8,1.955,8.6,67.8,36.7,864.2,0,0.0,0.84,80,0,0,synthetic
14,0.2917,72.2,46.6,0.52,0,99.1,2.142,5.4,67.6,36.6,831.7,0,0.0,0.84,84,0,0,synthetic
14,0.3125,73.2,51.5,2.08,0,99.1,2.5,4.7,65.8,36.6,824.8,0,0.0,0.84,86,0,0,synthetic
14,0.3333,69.2,54.3,1.89,0,98.6,2.411,7.4,70.0,36.6,873.7,0,0.0,0.84,88,0,0,synthetic
14,0.3542,70.2,33.6,0.88,0,98.9,1.99,8.3,69.7,36.7,857.1,0,0.0,0.84,79,0,0,synthetic
14,0.375,71.3,47.5,1.67,0,99.3,2.556,7.0,66.3,36.6,846.0,0,0.0,0.84,85,0,0,synthetic
14,0.3958,72.6,37.8,2.01,0,99.3,2.128,4.5,65.5,36.8,817.5,0,0.0,0.84,80,0,0,synthetic
14,0.4167,75.0,53.5,1.87,0,98.4,2.307,8.1,68.1,36.7,777.9,0,0.0,0.84,86,0,0,synthetic
14,0.4375,76.1,56.2,1.79,0,99.3,2.224,5.5,66.7,36.8,795.2,0,0.0,0.84,87,0,0,synthetic
14,0.4583,75.2,38.5,1.19,0,98.5,2.236,8.4,68.2,36.8,779.3,0,0.0,0.84,79,0,0,synthetic
14,0.4792,71.3,42.9,1.74,0,99.5,2.455,4.9,64.1,36.7,822.1,0,0.0,0.84,83,0,0,synthetic
14,0.5,76.9,43.7,0.97,0,99.7,1.988,7.5,69.9,36.7,753.8,0,0.0,0.84,81,0,0,synthetic
14,0.5208,81.7,56.4,0.7,0,99.0,2.351,6.8,68.7,36.9,718.0,0,0.0,0.84,85,0,0,synthetic
14,0.5417,73.6,53.5,1.99,0,98.5,2.041,5.3,67.4,36.7,806.5,0,0.0,0.84,87,0,0,synthetic
14,0.5625,72.0,46.5,1.57,0,99.3,2.694,6.1,69.1,36.7,834.9,0,0.0,0.84,84,0,0,synthetic
14,0.5833,74.7,40.6,2.15,0,98.8,2.499,5.9,66.2,36.6,803.7,0,0.0,0.84,81,0,0,synthetic
14,0.6042,70.7,42.1,2.9,0,98.1,2.616,6.1,69.5,36.8,843.9,0,0.0,0.84,83,0,0,synthetic
14,0.625,69.3,49.0,1.31,0,98.9,2.492,6.6,67.5,36.8,856.2,0,0.0,0.84,86,0,0,synthetic
14,0.6458,73.0,52.2,0.51,0,98.7,2.445,7.7,65.8,36.7,829.8,0,0.0,0.84,86,0,0,synthetic
14,0.6667,73.5,51.0,2.29,0,98.6,2.244,4.8,73.2,36.8,810.0,0,0.0,0.84,85,0,0,synthetic
14,0.6875,64.4,51.9,1.59,0,99.1,2.209,5.1,65.8,36.8,943.6,0,0.0,0.84,88,0,0,synthetic
14,0.7083,69.5,48.3,3.35,0,99.0,2.475,4.2,68.1,36.8,877.4,0,0.0,0.84,86,0,0,synthetic
14,0.7292,70.5,39.6,0.95,0,98.9,2.65,4.8,66.4,36.8,848.8,0,0.0,0.84,82,0,0,synthetic
14,0.75,64.3,46.3,3.27,0,99.2,2.768,6.9,66.8,36.6,917.4,0,0.0,0.84,85,0,0,synthetic
14,0.7708,69.0,51.2,1.82,0,99.2,2.613,7.8,67.5,36.6,879.9,0,0.0,0.84,87,0,0,synthetic
14,0.7917,63.1,36.8,0.85,0,98.7,2.017,6.6,69.9,36.8,922.0,0,0.0,0.84,81,0,0,synthetic
14,0.8125,67.8,52.7,2.77,0,98.7,2.913,5.1,66.4,36.8,895.6,0,0.0,0.84,88,0,0,synthetic
14,0.8333,70.9,41.6,1.87,0,99.0,2.532,7.8,67.2,36.8,838.8,0,0.0,0.84,82,0,0,synthetic
14,0.8542,58.8,47.0,2.98,0,98.5,2.429,6.7,70.2,36.6,1015.7,0,0.0,0.84,86,0,0,synthetic
14,0.875,61.9,46.5,1.31,0,98.9,2.422,8.5,66.1,36.7,966.6,0,0.0,0.84,85,0,0,synthetic
14,0.8958,61.1,53.6,3.38,0,99.2,2.278,4.9,65.9,37.0,966.6,0,0.0,0.84,88,0,0,synthetic
14,0.9167,56.9,51.7,3.35,0,99.0,2.534,5.3,72.2,36.5,1023.9,0,0.0,0.84,88,0,0,synthetic
14,0.9375,56.0,53.1,2.7,0,99.2,2.611,6.5,65.1,36.6,1036.1,0,0.0,0.84,88,0,0,synthetic
14,0.9583,57.7,42.4,1.14,0,99.1,2.07,7.3,67.6,36.8,1044.5,0,0.0,0.84,84,0,0,synthetic
14,0.9792,60.2,43.8,2.1,0,98.6,2.629,8.3,68.6,36.6,994.9,0,0.0,0.84,84,0,0,synthetic
15,0.0,61.2,56.0,1.1,0,99.5,2.19,7.8,64.1,36.7,955.8,0,0.0,0.9,90,0,0,synthetic
15,0.0208,58.0,40.6,2.69,0,98.8,2.118,6.7,68.5,36.7,1022.2,0,0.0,0.9,83,0,0,synthetic
15,0.0417,59.1,49.9,2.84,0,99.1,2.527,5.6,67.1,36.7,1021.8,0,0.0,0.9,87,0,0,synthetic
15,0.0625,60.2,40.7,2.12,0,98.9,2.574,5.9,70.7,36.7,992.5,0,0.0,0.9,83,0,0,synthetic
15,0.0833,57.6,39.3,2.1,0,99.2,2.206,5.9,70.7,36.6,1032.4,0,0.0,0.9,82,0,0,synthetic
15,0.1042,53.7,42.0,1.63,0,99.0,2.167,5.3,71.6,36.7,1124.7,0,0.0,0.9,83,0,0,synthetic
15,0.125,56.6,44.9,2.41,0,98.7,2.278,7.2,66.4,36.6,1026.8,0,0.0,0.9,85,0,0,synthetic
15,0.1458,64.1,32.8,3.12,0,98.7,2.458,5.3,65.5,36.6,951.5,0,0.0,0.9,79,0,0,synthetic
15,0.1667,61.8,46.9,1.07,0,99.2,2.165,6.2,65.5,36.8,957.6,0,0.0,0.9,86,0,0,synthetic
15,0.1875,63.4,29.3,1.02,0,99.3,2.756,5.9,68.6,36.8,932.5,0,0.0,0.9,78,0,1,synthetic
15,0.2083,65.1,48.3,0.79,0,98.9,2.293,7.0,66.2,36.7,931.8,0,0.0,0.9,86,0,0,synthetic
15,0.2292,74.4,57.2,1.11,0,98.9,2.029,6.9,68.3,36.8,816.6,0,0.0,0.9,88,0,0,synthetic
15,0.25,64.8,49.0,2.63,0,98.5,2.289,6.9,68.8,36.6,941.2,0,0.0,0.9,86,0,0,synthetic
15,0.2708,68.2,46.3,1.26,0,99.1,2.34,4.7,66.6,36.6,901.2,0,0.0,0.9,85,0,0,synthetic
15,0.2917,74.7,53.0,1.53,0,99.2,2.783,7.5,62.5,36.8,798.5,0,0.0,0.9,86,0,0,synthetic
15,0.3125,70.8,53.1,1.51,0,98.5,2.232,4.6,70.3,36.7,835.8,0,0.0,0.9,87,0,0,synthetic
15,0.3333,73.7,49.6,2.35,0,98.9,2.437,7.6,66.6,36.8,800.2,0,0.0,0.9,85,0,0,synthetic
15,0.3542,146.2,30.7,6.13,3,98.8,3.005,4.5,68.5,36.7,384.2,1,0.0,0.9,53,0,0,synthetic
15,0.375,141.4,30.8,6.09,3,98.5,3.41,4.4,68.7,37.0,424.1,1,0.0,0.9,54,0,0,synthetic
15,0.3958,152.0,30.0,6.42,4,98.7,3.286,4.8,67.7,37.1,405.0,1,0.0,0.9,51,0,0,synthetic
15,0.4167,179.5,24.7,8.57,5,98.5,3.475,4.3,67.9,37.1,356.4,1,0.0,0.9,34,2,2,synthetic
15,0.4375,172.2,24.5,8.63,5,98.0,3.597,4.3,72.2,37.0,350.7,1,0.0,0.9,36,1,2,synthetic
15,0.4583,154.6,29.5,6.63,4,98.7,3.001,5.1,67.4,37.0,384.0,1,0.0,0.9,50,0,1,synthetic
15,0.4792,153.6,27.0,7.65,4,98.9,3.687,5.9,66.2,37.0,387.4,1,0.0,0.9,46,1,1,synthetic
15,0.5,150.7,27.9,7.27,3,99.2,3.619,4.4,66.9,36.9,371.6,1,0.0,0.9,49,1,1,synthetic
15,0.5208,169.9,27.0,7.65,4,98.7,3.178,6.1,67.8,36.8,340.9,1,0.0,0.9,41,1,1,synthetic
15,0.5417,165.7,26.3,7.94,4,99.0,3.566,5.4,65.5,37.2,373.6,1,0.0,0.9,41,1,1,synthetic
15,0.5625,75.3,28.1,2.25,0,99.6,2.417,5.8,64.7,36.8,796.1,0,0.0,0.9,75,0,1,synthetic
15,0.5833,72.9,29.5,0.9,0,99.5,2.244,5.3,64.8,36.8,817.2,0,0.0,0.9,76,0,1,synthetic
15,0.6042,72.0,43.7,0.85,0,98.9,2.019,8.2,68.2,36.7,832.9,0,0.0,0.9,83,0,0,synthetic
15,0.625,70.3,60.3,1.31,0,99.2,2.009,6.3,69.1,36.6,870.2,0,0.0,0.9,91,0,0,synthetic
15,0.6458,73.4,51.2,0.85,0,99.3,2.223,6.5,66.6,36.6,840.5,0,0.0,0.9,86,0,0,synthetic
15,0.6667,71.6,48.3,3.39,0,98.9,2.707,7.2,69.7,36.4,827.3,0,0.0,0.9,85,0,0,synthetic
15,0.6875,68.2,46.8,1.83,0,99.0,2.23,7.1,68.4,36.7,881.4,0,0.0,0.9,85,0,0,synthetic
15,0.7083,72.8,52.1,0.77,0,98.5,2.156,5.5,67.3,36.7,834.8,0,0.0,0.9,86,0,0,synthetic
15,0.7292,68.8,35.9,1.06,0,99.1,2.044,5.9,64.4,36.8,861.3,0,0.0,0.9,80,0,0,synthetic
15,0.75,67.2,49.6,1.06,0,99.4,2.377,7.4,65.7,36.6,910.5,0,0.0,0.9,87,0,0,synthetic
15,0.7708,66.4,36.6,1.86,0,98.9,2.578,4.5,63.2,36.8,898.7,0,0.0,0.9,81,0,0,synthetic
15,0.7917,69.1,57.3,3.23,0,99.0,2.513,7.2,64.0,36.8,884.3,0,0.0,0.9,90,0,0,synthetic
